Line,"{'+atomic', '+definite'} - definite - a_2","{'+definite', '-atomic'} - definite - i_1","{'+atomic', '+definite'} - definite - o_1","{'-definite', '+atomic'} - definite - a_2","{'-definite', '+atomic'} - definite - o_1","{'+definite', '-atomic'} - definite - e_2","{'-definite', '+atomic'} - definite - a_3","{'+atomic', '+definite'} - definite - o_3",{'+atomic'} - definite - a_2
0,,,,,,,,,
1,1,1.1,,,,,,,
2,1.2000000000000002,1.2000000000000002,,,,,,,
3,1.4000000000000004,1.3000000000000003,,,,,,,
4,1.6000000000000005,1.4000000000000004,,,,,,,
5,1.6000000000000005,1.5000000000000004,1.1,,,,,,
6,1.8000000000000007,1.6000000000000005,1.1,,,,,,
7,1.8000000000000007,1.7000000000000006,1.3000000000000003,,,,,,
8,1.8000000000000007,1.8000000000000007,1.5000000000000004,,,,,,
9,1.8000000000000007,1.9000000000000008,1.7000000000000006,,,,,,
10,1.9000000000000008,1.9000000000000008,1.7000000000000006,1.1,,,,,
11,2.200000000000001,2.000000000000001,1.7000000000000006,1.2000000000000002,,,,,
12,2.200000000000001,2.100000000000001,1.9000000000000008,1.2000000000000002,,,,,
13,2.4000000000000012,2.200000000000001,1.9000000000000008,1.3000000000000003,,,,,
14,2.4000000000000012,2.300000000000001,2.100000000000001,1.3000000000000003,,,,,
15,2.7000000000000015,2.4000000000000012,2.100000000000001,1.4000000000000004,,,,,
16,3.0000000000000018,2.5000000000000013,2.100000000000001,1.5000000000000004,,,,,
17,3.0000000000000018,2.6000000000000014,2.300000000000001,1.5000000000000004,,,,,
18,3.300000000000002,2.7000000000000015,2.300000000000001,1.6000000000000005,,,,,
19,3.400000000000002,2.7000000000000015,2.300000000000001,1.8000000000000007,,,,,
20,3.500000000000002,2.7000000000000015,2.300000000000001,2.000000000000001,,,,,
21,3.8000000000000025,2.8000000000000016,2.300000000000001,2.100000000000001,,,,,
22,3.9000000000000026,3.100000000000002,2.4000000000000012,2.100000000000001,,,,,
23,4.200000000000002,3.200000000000002,2.4000000000000012,2.200000000000001,,,,,
24,4.200000000000002,3.200000000000002,2.5000000000000013,2.200000000000001,1,,,,
